island,대분류,중분류,소분류,Question,Answer
안도,주요 자원 및 현황,관광 자원,체험 활동,안도에서 즐길 수 있는 체험 활동이 있어?,2007년 전라남도 어촌 체험형 관광마을로 지정되었다. 2010년 2월 18일 금오도와 안도간의 연도교가 개통되었다. 2012년 안전행정부 ‘찾아가고 싶은 섬’에 선정되었으며 2014년 국립공원관리공단 선정 명품마을로 ‘동고지마을’이 선정되었다.
안도,주요 자원 및 현황,당면 과제,현안,안도가 현재 겪고 있는 가장 큰 어려움은 뭐야?,노령화와 인구감소
안도,주요 자원 및 현황,미래 전망,발전 계획,안도의 발전을 위해 어떤 계획들이 추진되고 있어?,금오도와 마찬가지로 연륙교를 건립하는 방안을 모색중이다. 
연도,인문·사회 환경,인구 및 마을,인구 수,현재 연도에는 몇 명 정도 살고 있어?,"2024년 1월 현재, 주민등록상 259세대 410명의 주민이 살고 있다."
연도,인문·사회 환경,인구 및 마을,인구 구성,"연도의 인구 구성(연령, 성별)은 어때?","2024년 1월 현재,  남자는 209명, 여자는 201명이고, 실제 거주자는 이보다 적다."
연도,섬의 개요,기본 정보,면적,연도의 전체 면적은 얼마야?,"총면적은 6.932㎢, 해안선 길이는 35.6km이다. "
연도,섬의 개요,기본 정보,행정구역,연도의 행정구역상 주소는 어떻게 돼?,여수시 남면 연도리
연도,인문·사회 환경,공공 및 편의시설,공공기관,"마을회관, 파출소 같은 공공시설은 어디에 위치해?","연도중계민원처리소가 남면 연도길 303에 있고, 여수경찰서 연도출장소가 남면 연도서부길 24에 위치한다. 바로 옆 남면 연도서부길 22에 연도우체국이 있다. 여수지방해운항만청 소리도항로표지관리소가 소리도등대에 있다."
연도,인문·사회 환경,공공 및 편의시설,주요 시설,연도 안에 학교나 병원이 있어?,"병원은 없고, 연도보건지소가 남면 연도서부안길 17에 있다. 교육시설로 연도초등학교는 현재 각각 여남초등학교 연도분교로 격하되었고, 역포분교장은 폐교되었다. 여남중학교 연도분교장이 있었으나 역시 2024년 폐교되엇다."
연도,섬의 개요,지리적 위치,위치,연도의 지리적 위치에 대해 설명해 줘.,"남면의 가장 아래에 위치한 섬으로, 북쪽에 안도가 있다. 남쪽으로는 망망대해이며, 동쪽으로 작도가 있으나 역시 망망대해이다. 서쪽으로 멀리 고흥군 나로도가 있으며, 서남쪽으로 여수시 손죽도와 광도, 평도 등 삼산면이 있다."
연도,섬의 개요,지리적 위치,주변 환경,연도 주변에는 어떤 섬들이 있어?,"북쪽으로 안도와 접해 있고 무인 부속도서로 알마도와 소알마도, 작도, 간여 등이 있다."
연도,섬의 개요,지리적 위치,주변 환경,연도에서 가장 가까운 육지는 어디야?,여수시 돌산읍 금성리까지 약 14km 떨어져 있다.
연도,섬의 개요,교통 및 접근성,선박 정보,연도에 들어가려면 어떻게 해야 해?,여수여객선터미널에서 한림해운 소속 금호고속페리호를 타고 연도 역포항으로 갈 수 있다.
연도,섬의 개요,교통 및 접근성,선박 정보,여수에서 연도로 가는 배편 정보를 알려줘.,여객선이 하루에 2회 운항하며 오전 6시 20분과 오후 14시 30분에 출항한다.
연도,섬의 개요,교통 및 접근성,소요 시간,연도까지 배로 얼마나 걸려?,역포항까지 약 1시간 40분 정도 걸린다.
연도,섬의 개요,교통 및 접근성,섬 내 교통,연도 내의 주요 교통수단은 뭐야?,"연도는 약간 큰 섬이라서 마을버스가 운행하고 있으며, 주로 자동차나 전동차, 오토바이를 이용한다."
연도,자연환경,지형 및 지질,지형 특징,연도의 지형적 특징은 뭐야?,"남쪽에는 필봉산이 솟아 있고, 북쪽은 150m 내외의 구릉지를 이루며 중앙부의  저지대에  농경지가  분포한다. 섬은 동쪽의 가랑포와 서쪽 병포만이 있어 좁은 목을 이뤄 자연스럽게 남-북으로 나누어진다. 북쪽 역포만에 역포 마을이 있다."
연도,자연환경,지형 및 지질,최고점,연도에서 가장 높은 곳은 어디야?,증봉(필봉산) 해발 230.5m이다.
연도,자연환경,지형 및 지질,해안선,연도의 해안선은 어떤 특징을 가지고 있어?,"연도는 남면의 가장 남쪽에 위치하고 있어 파랑의 영향을 크게 받기 때문에 배를 타고 섬 주위를 돌면 해식애, 해식동, 씨아치 등 다양한 해안 침식 지형을 볼 수 있다.
강한 파랑 에너지를 직접 받는 연도의 남서쪽 해안에는 바위의 약한 부분이 침식을 많이 받아 코굴, 솔팽이굴과 같은 해식동(Sea Cave)이나 코끼리 바위와 같은 씨아치(Sea Arch)를 이루고 있다."
연도,자연환경,생태계,식물상,연도에는 어떤 식물들이 주로 서식해? 대표적인 식물 군락이 있어?,"연도는 식재종 및 재배종을 제외한 연도에  분포하고  있는 관속식물은 107과 312속 408종 2아종 51변종 5품종으로 총 466종류가 확인되었다. 주요 식생은 곰솔군락과 구실잣밤나무군락이고, 부분적으로 모밀잣밤나무, 까마귀쪽나무, 육박나무 등의 상록활엽수림이 출현하고 있으며, 휴경지에 망초군락, 환삼덩굴, 수크령군락, 염습지에는 갈대, 칠면초 군락이 출현하였다. 후박나무, 굴피나무, 애기등, 우묵사스레피, 다정큼나무 등도 출현한다."
연도,자연환경,생태계,동물상,연도에서 볼 수 있는 동물에는 무엇이 있어?,"연도에 분포하는 안도에 분포하는 조류와 유사할 것으로 생각된다. 괭이갈매기, 참새, 붉은머리오목눈이, 제비, 직박구리 등의 조류가 알려져 있다. 연도 하천에 서식하는 좀수수치는 우리나라 고유종으로 환경부 멸종위기 야생생물 II급에 해당한다."
연도,자연환경,생태계,해양 생물,연도 주변 바다의 해양 생태계는 어때? 어떤 어종이 주로 잡혀?,"조간대 암반 해안무척추동물은 총 편형동물 1종, 자포동물 3종, 유형동물 1종, 태형동물 1종, 성구동물 1종, 환형동물 14종, 연체동물 36종, 절지동물 46종, 극피동물 10종, 척색동물 1종으로 총 114종이 출현하였다."
연도,자연환경,생태계,생태계 특징,연도의 생태계가 다른 섬과 구별되는 특별한 점이 있다면 알려줘.,"산림청에서 산림에 있는 식물의 유전자와 종 또는 산림 생태계의 보전을 위하여 필요하다고 인정되어  2012년 연도리 산 422-1번지 12.9ha가 산림유전자원보호구역으로 지정하였다. 
다도해해상국립공원으로 지정되어 생태계가 비교적 잘 보존되어 있다."
연도,섬의 개요,기본 정보,이름 유래,연도라는 이름은 어디서 유래했어?,연도는 섬 모양이 솔개의 날아가는 모양을 닮았다고 하여 ‘소리(솔개)도’로 불리다가 솔개를 의미하는 소리개에서 연유하여 소리도(所理島)라고 불렀다.
연도,섬의 개요,기본 정보,이름 유래,연도는 왜 연도라고 불리게 된 거야?,솔개 연(鳶) 자를 써서 ‘연도’라고 불리기 시작했다. 
연도,역사와 문화,역사적 연혁,역사,연도의 역사에 대해 시대순으로 설명해 줘.,"조선시대까지는 금오도와 동일하다. 1896년 행정구역 개편 당시 돌산군 금오면에 속하였다가 일제강점기인 1914년 여수군 금오면이 되었다. 1917년에 금오면을 남면으로 개칭하면서 여수군 남면 연도리가 되었고, 1949년 여천군이 설치되면서 여천군 남면 연도리에 속하였다. 1968년 행정리를 개편하여 5개 행정리(동부, 서부, 남부, 북부, 역포)를 운영하다가 1971년 2개(연도, 역포) 행정리로 개편하였다. 1998년 3여통합으로 여수시 남면 연도가 되었다."
연도,역사와 문화,역사적 연혁,문헌 기록,옛날 문헌이나 지도에 연도에 대한 기록이 남아있어?,"「순천부지도(順天府地圖)」와 「순천방답진지도(順天防踏鎭地圖)」에 나타나는데, 둘다 연도라 표기하였다."
연도,인문·사회 환경,인구 및 마을,마을 정보,연도에 있는 주요 마을 이름과 그 유래를 알려줘.,"연도는 3개의 자연마을이 있다.
먼저 연도마을은 가장 큰 마을로 언제부터 마을에 사람이 살게 되었는지는 정확히 알 수 없지만, 연도에 최초로 사람이 살기 시작한 것은 삼국시대에 유배지에서 탈출한 사람이 뗏목을 타고 이 섬에 이르러 정착했다고 구전으로 전해온다. 망망대해에 떠다니다가 큰 섬을 발견하였으나, 사방이 절벽이라 상륙할 수가 없었는데 현재의 연도목에 보리수나무 등의 잡목이 우거진 사이로 만조시에는 바닷물이 들어갔다가 간조시에 빠지는 것을 발견하고, 바가지를 바다에 띄워 그 바가지를 따라 들어가서 지금의 연도만을 발견하여 살게 되었다고 한다. 1490년경 경남 남해에서 살고 있던 진주하씨 수익이 이주해 오고 이어서 같은 남해에서 진주김씨과 경주정씨 등이 이주해 왔으며, 이후 화양면 세포에서 살던 경주김씨 한인·한란 형제가 들어와 정착하여 마을을 형성하였다고 한다. 
역포마을은 1675년 같은 섬 연도마을에서 살고 있던 김해김씨 계수가 나무를 하러 이곳에 왔다가 포구가 살기가 좋은 곳으로 생각되어, 처음으로 길을 내고 정착하였다고 한다. 최초의 입도조는 경상남도 남해에서 온 진주하씨로 전해지고 있으며, 임진왜란 후 진주김씨와 경주정씨 등이 입도하여 마을이 형성되었다. 옛날 조정에서 죄인을 제주도로 유배 보낼 때 이곳을 거쳐갔다고 하며 마을 어귀에 ""역마터""라는 곳이 있었는데 이러한 연유로 역포(驛浦)라 하다가 力浦(역포)로 고쳐 쓰게 되었다 한다. 
마지막으로 덕포마을은 연도마을 남쪽의 가랑목에 있는 마을로 동쪽 뒤에는 시루봉(필봉산)이 있고 앞에는 떡개라고 부르는 개가 있다. 갯가에서 잡히는 해산물이 떡을 사먹을 정도로 다른 마을보다 많아서 떡개라고 부르게 되었다고 한다. "
연도,역사와 문화,유적 및 유물,대표 문화유산,연도의 가장 대표적인 문화유산은 뭐야?,고려시대 유물로서 필봉산에서 수습한 가우통보(嘉祐通寶)는 북송 인종 연간(1056-1063)에 발행되었던 것으로 고려시대 중국의 송나라와 교류를 짐작할 수 있어서 흥미롭다.
연도,역사와 문화,역사적 연혁,주요 사건,연도에서 과거에 있었던 중요한 사건이 있다면 알려줘.,"1995년 7월  17일에 발생하여 7월 24일에 소멸한 태풍 페이의 영향으로 광양만을  출발하여  서해안으로  향하던 선박인 호유해운(주) 소속 씨프린스호가 1995년 7월 23일 14 시경 여수시 남면 연도 해안에 좌초되어 5,035톤의 벙커A/C와 원유가 유출되어 천연어장인 남면과 돌산, 경남 남해군까지 피 해를 주는 일이 발생하였다. 또한 좌초 후 무리하게 기관 조작 을 실시하다 17시 30분경 엔진에 불이 나면서 폭발과 함께 배 뒷부분이 침수되었다. 인명피해는 승무원 20명 중 19명이 소리도로 피신하였으나, 1 명은 실종되었다. 이후 유출된 기름을 제거하기 위해 120척의 함정이, 기름을 옮겨 싣기 위해 13만 톤급 유조선인 호남 다이 아몬드호가 동원되었다. 8월 8일의 작업에서 원유 19,000톤이 옮겨졌다. 하지만 기상악화로 작업은 9일부터 중단되었다. 8월 말에는 태풍 제니스의 영향으로 선체의 위치가 바뀌었고, 원유 를 옮기는 순서가 논란이 되어 작업이 지연되었다. 씨프린스호 는  11월  26일에 인양되었다. 인양하면서 가라앉은 엔진은  12 월  18일에  인양되었다.  인양된  씨프린스호는  필리핀으로  예인 되어 선체 수리를  위해 필리핀  수비크만 앞바다에서  머무르던 중에 악천후로 12월 24일 침몰하였다. 당시  전남  여천군이  집계한  자료에  따르면  유출사고  피해는 231건, 3295㏊, 204㎞의 해상과 73㎞의 해안을 오염시켰으며, 이로 인해 가두리 양식장과 패류 등 어족자원이 급감하였다."
연도,인문·사회 환경,주요 산업 및 경제,주요 생업,연도 주민들은 주로 어떤 일을 하면서 살아?,"섬 주민들은 마을 앞바다에서 봄이면 도다리, 여름엔 문어, 가을엔 삼치와 갈치, 겨울엔 도미와 광어를 잡아 소득에 보태고 있다. 주민은 반 이상이 농업에 종사 하며, 나머지는 농업과 어업을 겸한다. "
연도,인문·사회 환경,주요 산업 및 경제,주요 산업,"연도의 주된 산업은 어업이야, 아니면 농업이야?","안도와 마찬가지로 농사를 짓는 사람이 더 많지만 어촌계를 중심으로 한 어업의 매출액이 더 많다. 연도는 해녀가 직접 수산물을 채취하는 나잠업이 마을어업에 중요한 수입원이었으나, 현재 대부분의 해녀가 고령화되어 앞으로의 전망은 밝지 않다."
연도,인문·사회 환경,주요 산업 및 경제,특산물,연도에서 나는 대표적인 특산물은 뭐야?,벚굴과 금오도 방풍이 전국적으로 인기가 높아지면서 묵전에 방풍을 심어 재배하는 농가가 늘어나고 있다.
연도,역사와 문화,유적 및 유물,지정 문화재,연도에 국가지정문화재나 도지정문화재가 있어?,다도해해상국립공원
연도,역사와 문화,대표 인물 및 설화,전설/설화,연도에 전해져 내려오는 전설이나 옛날이야기를 해줘.,"1) 솔팽이굴 보물
옛날 네덜란드 무역선이 연도 근처를 항해하다가 폭풍을 만나 배가 동굴 쪽으로 밀리면서 난파되었다. 이 사고로 배에 탔던 사람들이 거의 다 죽고, 한 사람만 기적적으로 살아남았다. 혼자만 살아남은 이 사람은 배에 실려 있던 보물을 처리할 방법이 없자 동굴 속 어딘가에 감춰두었다. 이후 구조되어 고국 네덜란드로 돌아갈 수 있었다.
1972년 무렵, 한국에 주둔하고 있는 미군 부대에서 근무하던 군인(KATUSA) 손연수 씨는 우연히 지도를 놓고 보물 이야기를 하는 것을 들을 수 있었다. 자세히 지도를 본 결과 보물 지도에 표시된 위치가 연도 솔팽이굴이었으며, 지도를 가지고 있던 사람은 난파된 배에서 유일하게 살아남아 구조되었던 네덜란드인의 3세였다. 따라서 확신을 가지고 동굴을 탐사해 보았으나, 동굴 안쪽이 막혀 있어 특별한 보물을 발견하지 못했다. 하지만 마을 사람들은 지금도 동굴 속 어디엔가 보물이 숨겨있을 것이라고 믿고 있다. 또한, 솔팽이굴 속으로 들어가면 동부마을의 어떤 집 부엌에서 누룽지를 긁는 소리가 들렸다는 얘기가 전해지고 있어 굴이 동부마을 밑으로 뚫려있을 것이라 생각하는 사람들이 많다.

2) 서불과차(徐市 過次)
까랑포 바닷가 절벽에 “徐市過此”라고 새겨진 주홍색 글씨가 있었다고 한다. 이 글씨는 중국 진나라 시황제의 명을 받은 서불이라는 사람이 동남동녀 500명을 데리고 삼신산(三神山)의 불로초를 찾기 위해 왔다가 쓴 것이라고 전해지고 있다. 그러나 1959년 사라호 태풍 때 바위가 무너져 버려서 지금은 확인할 길이 없다. 또한 논골 바닷가 절벽에도 이와 비슷한 글씨가 있었으나 너무 오래되어서 판독이 불가능하다. 불로초를 구하러 왔던 일행 가운데 두 명의 장군이 죽어 묻혀 ‘장군묘’라 부르는 묘지 2기가 남아있다.

3) 큰 도둑 장서린(張書隣)
지금으로부터 400여 년 전 장서린이라는 도둑의 괴수가 필봉산에 청기와 망루를 지어놓고 해적 행위를 하다가 조정의 군사에게 체포되어 갔다는 이야기가 전해오고 있다. 지금도 연도리의 노인들은 대부분 어렸을 때 “장서린이가 큰 도둑이다.”라고 하는 말을 들었다고 하며, “서린이 큰 도둑놈 집터”라는 곳으로 불리기도 한다. 향토 사학자들이 장서린의 유적을 발굴해 보았으나, 확증할 만한 유물은 발견하지 못하고 다만 청기와 조각만 얻었다고 한다."
연도,생활과 민속,생활 문화,향토 음식,연도 사람들이 즐겨 먹는 향토 음식이 있다면 소개해 줘.,"연도는 뽈락김치는 몇 가지 유래가 있지만, 지금으로부터 40여 년 전에 낚시꾼들이 전수해 주었다고 한다. 지금은 연도 지역에 토착화되 어  향토음식으로  자리매김하여  여름이면  연도  사람들의  밥상에 빠질 수 없는 음식이 되었다. 삼월삼짇날에는  여성들이  화전놀이를  했는데  산과  들로  나가서 맛있는  음식을  먹고  마음껏  놀았다.  화전놀이를  하면  참꽃,  쑥 등을 전으로 부쳐 먹었는데 다른 섬과 달리 문어전을 만들어 먹 었던 것이 특징이다."
연도,생활과 민속,신앙 및 의례,전통 풍습,연도에서 전통적으로 내려오는 마을 제사나 풍습이 있어?,"역포마을에서는 당집을 ‘제당’이라고 부르는데, 마을 뒷산인 지북산 기슭에 위치하고 있다. 신격은 당할아버지다. 당제는 정월 14일 밤 자시에 제를 지내고, 15일 오전 바닷가에서 헌석제를 올린다. 그리고 16일 제당과 주위를 깨끗이 정리한 후, 마을로 내려오는데, 당주 부부는 당제와 헌석제를 모두 주관한하였다. 지금은 당제를 지내지 않고 있다.
연도마을은 상당에 올리는 제사를 ‘산신제’라고 하며, 정월 14일 밤에 올린다. 중당에는 ‘대성산왕신(大聖山王神)’을 모시고 있으며, 여기에 올리는 제를 ‘당제’라고 하는데 15일 밤에 올린다. 역포마을과 마찬가지로 중단되었다."
연도,주요 자원 및 현황,관광 자원,추천 여행지,연도로 여행 가면 꼭 가봐야 할 곳 3곳만 추천해 줘.,"소리도등대(대룡단,소룡단), 코굴, 코끼리바위"
연도,주요 자원 및 현황,관광 자원,둘레길,연도 둘레길' 코스는 어떻게 구성되어 있어?,"연도 둘레길은 연도 등대길이라고 부르며, 연도마을에서 출발하여 덕포명품마을 - 소리도등대 - 소룡단삼거리 - 소룡단- 안뜰재 - 남부마을(까랑포) - 연도마을로 돌아오는 코스이다."
연도,주요 자원 및 현황,당면 과제,현안,연도가 현재 겪고 있는 가장 큰 어려움은 뭐야?,노령화와 인구감소
대두라도와 소두라도,인문·사회 환경,인구 및 마을,인구 수,현재 대두라도에는 몇 명 정도 살고 있어?,"2024년 1월 현재, 주민등록상 대두라도에는 73세대 128명의 주민이 살고 있고, 소두라도에는 8세대 12명이 살고 있다."
대두라도와 소두라도,인문·사회 환경,인구 및 마을,인구 구성,"대두라도의 인구 구성(연령, 성별)은 어때?","2024년 1월 현재, 대두라도는 남자 60명, 여자 68명으로 여자가 좀 더 많고, 소두라도는 남자가 8명, 여자는 4명으로 여자가 더 많다. 다만 실제 거주 인구는 이보다 적다"
대두라도와 소두라도,섬의 개요,기본 정보,면적,대두라도의 전체 면적은 얼마야?,"대두라도의 면적은 1.01㎢, 해안선 길이는 7.6km이며, 소두라도의 면적은 0.19㎢, 해안선 길이 7.5km이다."
대두라도와 소두라도,섬의 개요,기본 정보,행정구역,대두라도의 행정구역상 주소는 어떻게 돼?,여수시 남면 두라리
대두라도와 소두라도,인문·사회 환경,공공 및 편의시설,공공기관,"마을회관, 파출소 같은 공공시설은 어디에 위치해?","대두라도에는 대두경찰출장소와 소두라도에는 소두경찰출장소가 있었으나 폐소하였고, 특별한 공공기관은 없다."
대두라도와 소두라도,인문·사회 환경,공공 및 편의시설,주요 시설,대두라도 안에 학교나 병원이 있어?,"병원은 없고 남면 대두길 81-1에 두라보건진료소가 있다. 대두라도에는 두라국민학교가 있었으나 폐교되었고, 소두라도에는 소두분교장이 있었으나 역시 폐교하였다."
대두라도와 소두라도,섬의 개요,지리적 위치,위치,대두라도의 지리적 위치에 대해 설명해 줘.,대두라도는 여수시 남쪽 돌산도 신기항에서 남쪽으로 3.3㎞ 떨어져있고 금오도 송고마을 북쪽에 위치하고 있다.
대두라도와 소두라도,섬의 개요,지리적 위치,주변 환경,대두라도 주변에는 어떤 섬들이 있어?,"대두라도의 북쪽으로는 화태도가 있고 서북쪽으로 월호도가 위치해 있다. 동쪽으로 소두라도가 있고, 남쪽에는 금오도가 위치한다.
소두라도는 북쪽에 화태도와 대횡간도가 있고 서쪽으로 대두라도, 동쪽에는 소횡간도, 남쪽으로 금오도가 위치해 있다."
대두라도와 소두라도,섬의 개요,지리적 위치,주변 환경,대두라도에서 가장 가까운 육지는 어디야?,대두라도와 소두라도 모두 돌산읍 신복리와 가깝다.
대두라도와 소두라도,섬의 개요,교통 및 접근성,선박 정보,대두라도에 들어가려면 어떻게 해야 해?,"대두라도는 돌산 군내항을 출항하여 화태도의 독정항이나 월전항을 경유하는 신아해운의 한려3호를 타고 들어갈 수 있다. 
소두라도는 정기여객선이 없어 얼마 전까지만 해도 사선이나 낚싯배를 이용해 섬에 들어가야 했지만, 현재는 여수시에서 정기여객선이  다니지  않는  섬에  도선을  마련해  2023년  말부터  섬섬여수2호가 화태도 월전항에서 소두라도까지 운항하고 있다. "
대두라도와 소두라도,섬의 개요,교통 및 접근성,선박 정보,여수에서 대두라도로 가는 배편 정보를 알려줘.,"대두라도에 가려면 돌산 군내항에서 오전 7시 15분, 9시 20분, 오후 12시 20분, 15시 30분에 출발하거나, 화태도 독정항에서 오전 7시 40분, 오후 12시 45분에 출발하고, 월전항에서 오전 9시 50분, 오후 16시에 출발한다."
대두라도와 소두라도,섬의 개요,교통 및 접근성,소요 시간,대두라도까지 배로 얼마나 걸려?,"돌산 군내항에서는 30분 정도 걸리고 화태도 독정항에서는 5분, 월전항에서는 10분 정도 소요된다."
대두라도와 소두라도,섬의 개요,교통 및 접근성,섬 내 교통,대두라도 내의 주요 교통수단은 뭐야?,"대두라도는 자동차로 이용하지만, 소두라도는 주로 걸어다니거나 전동차나 오토바이 등을 이용한다."
대두라도와 소두라도,자연환경,지형 및 지질,지형 특징,대두라도의 지형적 특징은 뭐야?,"대두라도는 당산 구릉지를 중심으로 전체적으로 섬이 하나의 구릉지를 이룬다. 덕분에 농경지가 고루 분포되어 있고, 해안은 주로 암석해안으로 둘러싸여 있으며 비교적 단조롭다. 
소두라도는 소두라도는 북동에서 남서방향으로 좁고 길게 뻗어 있으며, 대체로 완만한 구릉지를 이루어 섬 중앙부에 경작지가 분포한다. "
대두라도와 소두라도,자연환경,지형 및 지질,최고점,대두라도에서 가장 높은 곳은 어디야?,"대두라도 당산(150m), 소두라도 마을 뒷산(97m)"
대두라도와 소두라도,자연환경,지형 및 지질,해안선,대두라도의 해안선은 어떤 특징을 가지고 있어?,"대두라도의 해안은 주로 암석해안으로 둘러싸여 있으며 비교적 단조롭다. 일부 남동해안의 만입부에 소규모 자갈해안이 분포하고 있으나 대부분은 해식애와 파식대, 시스택, 해식동 등의 파식지형이 주를 이룬다."
대두라도와 소두라도,자연환경,지형 및 지질,해수욕장,대두라도에 있는 대표적인 해수욕장 이름이 뭐야?,"소두라도의 해안은 경사가 급한 서쪽 해안에는 파식대와 해식애, 시스택 등의 암석해안이 발달한 반면, 평지를 이루는 남쪽 해안은 자갈해안이 발달하고 있다."
대두라도와 소두라도,자연환경,생태계,식물상,대두라도에는 어떤 식물들이 주로 서식해? 대표적인 식물 군락이 있어?,"대두라도에 출현하는 관속식물은 27과 45속 65종, 2변종이 출현하고 있다.  주요 식생은 큰돌산를 중심으로 곰솔군락이고 널리 분포하고 있으며, 부분적으로 동백나무를 비롯한 상록활엽수림이 분포하고 있으며, 섬의 서북쪽 해안을 따라 어가와 농경지가 있고, 휴경지에는 노방잡초군락인 칡군락, 망초군락, 환삼덩굴, 바랭이군락 등이 출현하였다.
소두라도에 출현하는 관속식물은 25과 35속 52종, 1변종이 출현하고 있다. 주요 식생은 북서지역에 곰솔이 군락을 이루고 있고, 섬 중앙에서 북서 해안을 따라 서식하고 있으며, 섬의 중심부 남동쪽으로 어가와 농경지가 있고, 휴경지에 칡군락, 망초군락, 환삼덩굴, 바랭이군락 등이 출현하였다."
대두라도와 소두라도,자연환경,생태계,동물상,대두라도에서 볼 수 있는 동물에는 무엇이 있어?,대두라도와 소두라도의 모두 인근의 금오도와 비슷하다.
대두라도와 소두라도,자연환경,생태계,해양 생물,대두라도 주변 바다의 해양 생태계는 어때? 어떤 어종이 주로 잡혀?,
대두라도와 소두라도,자연환경,생태계,생태계 특징,대두라도의 생태계가 다른 섬과 구별되는 특별한 점이 있다면 알려줘.,"1981년 12월 23일 14번째로 다도해해상국립공원으로 지정되었으며, 금오도 지구에 속한다. "
대두라도와 소두라도,섬의 개요,기본 정보,이름 유래,대두라도라는 이름은 어디서 유래했어?,"섬의 생김새가 콩을 닮았다하여 큰 섬은 대두(大豆), 작은 섬은 소두(小豆)라고 불렀으며, 한자식으로 두라도(斗羅島)라 기록했다."
대두라도와 소두라도,섬의 개요,기본 정보,이름 유래,대두라도는 왜 대두라도라고 불리게 된 거야?,
대두라도와 소두라도,역사와 문화,역사적 연혁,역사,대두라도의 역사에 대해 시대순으로 설명해 줘.,대두라도와 소두라도 모두 조선시대까지 금오도와 비슷하다. 조선시대 1396년(태조 5) 순천부에 예속되었다. 1896년 돌산군이 설치되면서 금오면에 편입되었으며 1914년 일제의 행정구 개편에 따라 돌산군과 여수군이 통합되면서 여수군 남면에 속하였다. 1949년 여수시 승격으로 여천군 남면에 속하였다가 1998년 삼려통합으로 여수시 남면 두라리로 개편된 후 현재에 이르고 있다.
대두라도와 소두라도,역사와 문화,역사적 연혁,문헌 기록,옛날 문헌이나 지도에 대두라도에 대한 기록이 남아있어?,"「순천부지도」와 「순천방답진지도」에 나타나는데, 둘 다 해중의 대두리도(大斗里島) 표기하였다. 
대두라도와 소두라도에 목장이 설치되었다는 기록이 1678년(숙종  4년)  허목이 찬술한 목장지도에 등장한다. "
대두라도와 소두라도,인문·사회 환경,인구 및 마을,마을 정보,대두라도에 있는 주요 마을 이름과 그 유래를 알려줘.,"대두라도는 2개 마을이 있는데 먼저 대두라마을은 구전에 의하면 1659년 나주임씨 동장이 돌산에서 거주하다가 생활이 어려워져 살 곳을 찾다가 이곳에 이주하여 정착하였다. 이후 1700년 경 경주김씨, 달성서씨가 이주해와 마을이 형성되었다고 전해진다.
봉통마을에는 1590년경 장씨가 처음 입주하였다고 전하지나 후손이 없어 정확한 유래는 알 수가 없다. 이후 1670년경 파평윤씨, 김해김씨가 입주하여 마을이 형성되었다고 전해지고 있다. 봉통마을은 대두마을과 정반대에 위치하고 있다. 마을의 형태가 벌통과 같이 생겼다고 해서 ‘벌통구미’라고 불리다가 이후 벌 봉(蜂), 통 통(桶)자를 써서 ‘봉통’이라 바뀌었다.
소두라도에는 소두라마을 1개만 있고 소두라도에 처음 사람이 들어온 것은 1660년경이라고 한다. 당시 전주이씨가 들어와 40년간 거주하다가 타 지역으로 이사하였고, 그 후 1770년경에 김해김씨가 들어오면서 마을이 형성되었다고 전해진다."
대두라도와 소두라도,인문·사회 환경,주요 산업 및 경제,주요 생업,대두라도 주민들은 주로 어떤 일을 하면서 살아?,주민의 반 이상이 농업에 종사하며 반농반어의 생활을 한다.
대두라도와 소두라도,인문·사회 환경,주요 산업 및 경제,주요 산업,"대두라도의 주된 산업은 어업이야, 아니면 농업이야?",인근의 다른 섬과 마찬가지로 농사를 짓는 사람이 더 많지만 전복양식과 가두리양식을 중심으로 한 어업의 매출액이 더 많다.
대두라도와 소두라도,인문·사회 환경,주요 산업 및 경제,특산물,대두라도에서 나는 대표적인 특산물은 뭐야?,"대두라도 주변의 바다는 좋은 어장이어서 멸치, 낙지, 전복 등이 많이 잡혔고,10여년 전부터 전복 양식을 시작했으며 전복의 먹이로 쓰기 위해서 다시마도 함께 양식하고 있다. "
대두라도와 소두라도,역사와 문화,유적 및 유물,지정 문화재,대두라도에 국가지정문화재나 도지정문화재가 있어?,다도해해상국립공원
대두라도와 소두라도,역사와 문화,대표 인물 및 설화,전설/설화,대두라도에 전해져 내려오는 전설이나 옛날이야기를 해줘.,"대두라도에 전해지는 이야기로 옛날 어느 풍수가가 말하길 대두라도에 가구수가 100호 이상이 되면 화가 있고, 100호 미만이면 화가 없을  것이라고 해서 대두라도는 지금까지 가구수가 100호를 넘어 본 적이  없다는 이야기가 전해진다."
대두라도와 소두라도,생활과 민속,신앙 및 의례,전통 풍습,대두라도에서 전통적으로 내려오는 마을 제사나 풍습이 있어?,대두라도는 대두마을과 봉통마을에서 공동으로 1980년대 초반까지 음력 정월 초하루 자정(자시)에 당제를 지냈으나 중단되었다. 소두라도는 언제까지 당제를 지냈는지 자세히 알 수 없으나 음력 정월 초하루 자시에 모셨다.
대두라도와 소두라도,생활과 민속,신앙 및 의례,민간신앙,섬 주민들의 민간신앙에는 어떤 것들이 있어?,인근의 금오도와 비슷하다.
대두라도와 소두라도,주요 자원 및 현황,당면 과제,현안,대두라도가 현재 겪고 있는 가장 큰 어려움은 뭐야?,노령화와 인구감소
